,Account,newDate,kWh,Month,Day,Year,Hour,DayOfWeek,Weekday,PeakHour,temp
2453,26435791004,2014-09-21,72.3,9,21,2014,6,6,0,0,64.9
2818,26435791004,2014-09-21,69.72,9,21,2014,7,6,0,1,69.1
3183,26435791004,2014-09-21,69.21,9,21,2014,8,6,0,1,72.0
3548,26435791004,2014-09-21,69.17999999999999,9,21,2014,9,6,0,1,75.0
3913,26435791004,2014-09-21,70.39499999999998,9,21,2014,10,6,0,1,79.0
4278,26435791004,2014-09-21,69.03,9,21,2014,11,6,0,1,80.1
4643,26435791004,2014-09-21,70.575,9,21,2014,12,6,0,1,81.0
5008,26435791004,2014-09-21,70.035,9,21,2014,13,6,0,1,79.0
5373,26435791004,2014-09-21,69.48,9,21,2014,14,6,0,1,78.1
5738,26435791004,2014-09-21,78.78,9,21,2014,15,6,0,1,71.1
6103,26435791004,2014-09-21,79.47,9,21,2014,16,6,0,1,70.0
6468,26435791004,2014-09-21,79.11,9,21,2014,17,6,0,1,68.0
6833,26435791004,2014-09-21,85.2,9,21,2014,18,6,0,1,68.0
7198,26435791004,2014-09-21,86.295,9,21,2014,19,6,0,1,66.9
7563,26435791004,2014-09-21,85.845,9,21,2014,20,6,0,0,69.8
7928,26435791004,2014-09-21,85.60499999999999,9,21,2014,21,6,0,0,70.0
8293,26435791004,2014-09-21,75.22500000000001,9,21,2014,22,6,0,0,70.0
8658,26435791004,2014-09-21,69.525,9,21,2014,23,6,0,0,70.0
264,26435791004,2014-09-22,69.08999999999999,9,22,2014,0,0,1,0,69.1
629,26435791004,2014-09-22,69.10499999999999,9,22,2014,1,0,1,0,69.1
994,26435791004,2014-09-22,69.165,9,22,2014,2,0,1,0,69.1
1359,26435791004,2014-09-22,68.505,9,22,2014,3,0,1,0,69.1
1724,26435791004,2014-09-22,69.825,9,22,2014,4,0,1,0,68.0
2089,26435791004,2014-09-22,74.71499999999999,9,22,2014,5,0,1,0,66.9
2454,26435791004,2014-09-22,193.529997,9,22,2014,6,0,1,0,64.9
2819,26435791004,2014-09-22,229.25999,9,22,2014,7,0,1,1,66.0
3184,26435791004,2014-09-22,242.59499399999996,9,22,2014,8,0,1,1,68.0
3549,26435791004,2014-09-22,250.81499400000004,9,22,2014,9,0,1,1,70.0
3914,26435791004,2014-09-22,257.054995,9,22,2014,10,0,1,1,71.1
4279,26435791004,2014-09-22,262.709994,9,22,2014,11,0,1,1,72.0
4644,26435791004,2014-09-22,253.19999699999997,9,22,2014,12,0,1,1,73.0
5009,26435791004,2014-09-22,249.71999399999999,9,22,2014,13,0,1,1,72.0
5374,26435791004,2014-09-22,230.15999399999998,9,22,2014,14,0,1,1,72.0
5739,26435791004,2014-09-22,215.504993,9,22,2014,15,0,1,1,70.0
6104,26435791004,2014-09-22,196.39499299999997,9,22,2014,16,0,1,1,68.0
6469,26435791004,2014-09-22,184.409997,9,22,2014,17,0,1,1,66.0
6834,26435791004,2014-09-22,179.96999599999995,9,22,2014,18,0,1,1,64.0
7199,26435791004,2014-09-22,169.034996,9,22,2014,19,0,1,1,61.0
7564,26435791004,2014-09-22,118.09499799999999,9,22,2014,20,0,1,0,57.9
7929,26435791004,2014-09-22,105.74999700000001,9,22,2014,21,0,1,0,55.9
8294,26435791004,2014-09-22,85.41,9,22,2014,22,0,1,0,55.0
8659,26435791004,2014-09-22,68.91000000000001,9,22,2014,23,0,1,0,54.0
265,26435791004,2014-09-23,69.61500000000001,9,23,2014,0,1,1,0,53.1
630,26435791004,2014-09-23,68.7,9,23,2014,1,1,1,0,53.1
995,26435791004,2014-09-23,68.145,9,23,2014,2,1,1,0,52.0
1360,26435791004,2014-09-23,69.18,9,23,2014,3,1,1,0,51.1
1725,26435791004,2014-09-23,69.0,9,23,2014,4,1,1,0,50.0
2090,26435791004,2014-09-23,75.315,9,23,2014,5,1,1,0,51.1
2455,26435791004,2014-09-23,197.38499499999998,9,23,2014,6,1,1,0,52.0
2820,26435791004,2014-09-23,231.41999199999998,9,23,2014,7,1,1,1,53.1
3185,26435791004,2014-09-23,242.279995,9,23,2014,8,1,1,1,55.0
3550,26435791004,2014-09-23,252.32999400000003,9,23,2014,9,1,1,1,57.9
3915,26435791004,2014-09-23,252.494995,9,23,2014,10,1,1,1,60.1
4280,26435791004,2014-09-23,252.40499400000002,9,23,2014,11,1,1,1,63.0
4645,26435791004,2014-09-23,244.169992,9,23,2014,12,1,1,1,66.9
5010,26435791004,2014-09-23,240.22499399999998,9,23,2014,13,1,1,1,68.0
5375,26435791004,2014-09-23,224.129994,9,23,2014,14,1,1,1,69.1
5740,26435791004,2014-09-23,213.404993,9,23,2014,15,1,1,1,71.1
6105,26435791004,2014-09-23,201.26999199999997,9,23,2014,16,1,1,1,71.1
6470,26435791004,2014-09-23,199.185,9,23,2014,17,1,1,1,69.1
6835,26435791004,2014-09-23,191.129992,9,23,2014,18,1,1,1,66.9
7200,26435791004,2014-09-23,175.00499500000004,9,23,2014,19,1,1,1,66.0
7565,26435791004,2014-09-23,125.24999799999999,9,23,2014,20,1,1,0,64.9
7930,26435791004,2014-09-23,110.97000000000003,9,23,2014,21,1,1,0,63.0
8295,26435791004,2014-09-23,91.365,9,23,2014,22,1,1,0,62.1
8660,26435791004,2014-09-23,70.155,9,23,2014,23,1,1,0,62.1
266,26435791004,2014-09-24,70.245,9,24,2014,0,2,1,0,61.0
631,26435791004,2014-09-24,69.39,9,24,2014,1,2,1,0,57.9
996,26435791004,2014-09-24,69.75000000000001,9,24,2014,2,2,1,0,57.0
1361,26435791004,2014-09-24,68.89500000000001,9,24,2014,3,2,1,0,55.9
1726,26435791004,2014-09-24,69.97500000000001,9,24,2014,4,2,1,0,55.9
2091,26435791004,2014-09-24,74.895,9,24,2014,5,2,1,0,55.0
2456,26435791004,2014-09-24,197.02499800000004,9,24,2014,6,2,1,0,54.0
2821,26435791004,2014-09-24,235.87499499999998,9,24,2014,7,2,1,1,57.9
3186,26435791004,2014-09-24,253.18499399999996,9,24,2014,8,2,1,1,61.0
3551,26435791004,2014-09-24,256.739994,9,24,2014,9,2,1,1,63.0
3916,26435791004,2014-09-24,258.59999400000004,9,24,2014,10,2,1,1,64.0
4281,26435791004,2014-09-24,261.974994,9,24,2014,11,2,1,1,64.0
4646,26435791004,2014-09-24,250.10999399999994,9,24,2014,12,2,1,1,64.9
5011,26435791004,2014-09-24,243.674998,9,24,2014,13,2,1,1,64.0
5376,26435791004,2014-09-24,226.97999399999998,9,24,2014,14,2,1,1,64.0
5741,26435791004,2014-09-24,212.78999699999997,9,24,2014,15,2,1,1,63.0
6106,26435791004,2014-09-24,190.99499699999998,9,24,2014,16,2,1,1,62.1
6471,26435791004,2014-09-24,179.594996,9,24,2014,17,2,1,1,61.0
6836,26435791004,2014-09-24,171.389999,9,24,2014,18,2,1,1,60.1
7201,26435791004,2014-09-24,166.454997,9,24,2014,19,2,1,1,59.0
7566,26435791004,2014-09-24,120.16499900000001,9,24,2014,20,2,1,0,59.0
7931,26435791004,2014-09-24,107.429999,9,24,2014,21,2,1,0,59.0
8296,26435791004,2014-09-24,86.27999900000002,9,24,2014,22,2,1,0,57.9
8661,26435791004,2014-09-24,69.165,9,24,2014,23,2,1,0,57.0
267,26435791004,2014-09-25,69.075,9,25,2014,0,3,1,0,57.0
632,26435791004,2014-09-25,68.58000000000001,9,25,2014,1,3,1,0,57.0
997,26435791004,2014-09-25,69.285,9,25,2014,2,3,1,0,57.0
1362,26435791004,2014-09-25,68.47500000000001,9,25,2014,3,3,1,0,57.0
1727,26435791004,2014-09-25,69.66,9,25,2014,4,3,1,0,57.0
2092,26435791004,2014-09-25,74.385,9,25,2014,5,3,1,0,55.0
2457,26435791004,2014-09-25,206.999999,9,25,2014,6,3,1,0,54.0
2822,26435791004,2014-09-25,238.96499799999998,9,25,2014,7,3,1,1,54.0
3187,26435791004,2014-09-25,241.90499499999999,9,25,2014,8,3,1,1,57.0
3552,26435791004,2014-09-25,247.82999700000005,9,25,2014,9,3,1,1,59.0
3917,26435791004,2014-09-25,250.67999700000001,9,25,2014,10,3,1,1,60.1
4282,26435791004,2014-09-25,255.53999199999998,9,25,2014,11,3,1,1,60.1
4647,26435791004,2014-09-25,249.38999400000003,9,25,2014,12,3,1,1,61.0
5012,26435791004,2014-09-25,240.43499199999997,9,25,2014,13,3,1,1,61.0
5377,26435791004,2014-09-25,216.64499899999998,9,25,2014,14,3,1,1,61.0
5742,26435791004,2014-09-25,195.779994,9,25,2014,15,3,1,1,61.0
6107,26435791004,2014-09-25,182.279992,9,25,2014,16,3,1,1,61.0
6472,26435791004,2014-09-25,179.384997,9,25,2014,17,3,1,1,60.1
6837,26435791004,2014-09-25,177.67499500000002,9,25,2014,18,3,1,1,60.1
7202,26435791004,2014-09-25,174.674998,9,25,2014,19,3,1,1,60.1
7567,26435791004,2014-09-25,124.109997,9,25,2014,20,3,1,0,59.0
7932,26435791004,2014-09-25,106.634999,9,25,2014,21,3,1,0,59.0
8297,26435791004,2014-09-25,88.289999,9,25,2014,22,3,1,0,57.9
8662,26435791004,2014-09-25,69.09,9,25,2014,23,3,1,0,57.9
268,26435791004,2014-09-26,69.39,9,26,2014,0,4,1,0,57.0
633,26435791004,2014-09-26,68.46000000000001,9,26,2014,1,4,1,0,57.0
998,26435791004,2014-09-26,68.865,9,26,2014,2,4,1,0,57.0
1363,26435791004,2014-09-26,68.68499999999999,9,26,2014,3,4,1,0,55.9
1728,26435791004,2014-09-26,69.54,9,26,2014,4,4,1,0,55.9
2093,26435791004,2014-09-26,75.60000000000001,9,26,2014,5,4,1,0,55.9
2458,26435791004,2014-09-26,194.96999699999998,9,26,2014,6,4,1,0,55.0
2823,26435791004,2014-09-26,226.42499299999997,9,26,2014,7,4,1,1,57.0
3188,26435791004,2014-09-26,243.179992,9,26,2014,8,4,1,1,59.0
3553,26435791004,2014-09-26,248.62499200000002,9,26,2014,9,4,1,1,62.1
3918,26435791004,2014-09-26,248.60999299999997,9,26,2014,10,4,1,1,66.0
4283,26435791004,2014-09-26,244.349993,9,26,2014,11,4,1,1,66.9
4648,26435791004,2014-09-26,231.389994,9,26,2014,12,4,1,1,68.0
5013,26435791004,2014-09-26,228.854994,9,26,2014,13,4,1,1,66.9
5378,26435791004,2014-09-26,204.149998,9,26,2014,14,4,1,1,66.9
5743,26435791004,2014-09-26,190.709994,9,26,2014,15,4,1,1,66.0
6108,26435791004,2014-09-26,182.17499699999996,9,26,2014,16,4,1,1,64.9
6473,26435791004,2014-09-26,175.21499699999998,9,26,2014,17,4,1,1,64.0
6838,26435791004,2014-09-26,171.38999399999997,9,26,2014,18,4,1,1,63.0
7203,26435791004,2014-09-26,167.60999800000002,9,26,2014,19,4,1,1,63.0
7568,26435791004,2014-09-26,122.579997,9,26,2014,20,4,1,0,64.0
7933,26435791004,2014-09-26,110.835,9,26,2014,21,4,1,0,64.0
8298,26435791004,2014-09-26,90.989998,9,26,2014,22,4,1,0,64.0
8663,26435791004,2014-09-26,70.67999999999999,9,26,2014,23,4,1,0,62.1
269,26435791004,2014-09-27,67.71,9,27,2014,0,5,1,0,62.1
634,26435791004,2014-09-27,68.02499999999999,9,27,2014,1,5,1,0,61.0
999,26435791004,2014-09-27,67.53,9,27,2014,2,5,1,0,60.1
1364,26435791004,2014-09-27,68.055,9,27,2014,3,5,1,0,61.0
1729,26435791004,2014-09-27,68.235,9,27,2014,4,5,1,0,61.0
2094,26435791004,2014-09-27,68.17500000000001,9,27,2014,5,5,1,0,61.0
2459,26435791004,2014-09-27,97.52999899999999,9,27,2014,6,5,1,0,61.0
2824,26435791004,2014-09-27,135.239998,9,27,2014,7,5,1,1,64.0
3189,26435791004,2014-09-27,148.184997,9,27,2014,8,5,1,1,68.0
3554,26435791004,2014-09-27,152.354997,9,27,2014,9,5,1,1,72.0
3919,26435791004,2014-09-27,155.744996,9,27,2014,10,5,1,1,75.0
4284,26435791004,2014-09-27,157.67999599999996,9,27,2014,11,5,1,1,79.0
4649,26435791004,2014-09-27,162.434997,9,27,2014,12,5,1,1,80.1
5014,26435791004,2014-09-27,160.85999600000002,9,27,2014,13,5,1,1,79.0
5379,26435791004,2014-09-27,152.669995,9,27,2014,14,5,1,1,80.1
5744,26435791004,2014-09-27,144.854997,9,27,2014,15,5,1,1,79.0
6109,26435791004,2014-09-27,140.369998,9,27,2014,16,5,1,1,77.0
6474,26435791004,2014-09-27,134.024996,9,27,2014,17,5,1,1,73.9
6839,26435791004,2014-09-27,93.015,9,27,2014,18,5,1,1,72.0
7204,26435791004,2014-09-27,91.8,9,27,2014,19,5,1,1,71.1
7569,26435791004,2014-09-27,91.48500000000001,9,27,2014,20,5,1,0,70.0
7934,26435791004,2014-09-27,90.09,9,27,2014,21,5,1,0,68.0
8299,26435791004,2014-09-27,79.34999999999998,9,27,2014,22,5,1,0,66.9
8664,26435791004,2014-09-27,71.79,9,27,2014,23,5,1,0,64.9
270,26435791004,2014-09-28,68.38499999999999,9,28,2014,0,6,0,0,64.0
635,26435791004,2014-09-28,68.32499999999999,9,28,2014,1,6,0,0,63.0
1000,26435791004,2014-09-28,67.28999999999999,9,28,2014,2,6,0,0,62.1
1365,26435791004,2014-09-28,68.055,9,28,2014,3,6,0,0,61.0
1730,26435791004,2014-09-28,68.4,9,28,2014,4,6,0,0,61.0
2095,26435791004,2014-09-28,67.62,9,28,2014,5,6,0,0,60.1
2460,26435791004,2014-09-28,72.495,9,28,2014,6,6,0,0,60.1
2825,26435791004,2014-09-28,68.925,9,28,2014,7,6,0,1,64.0
3190,26435791004,2014-09-28,68.82,9,28,2014,8,6,0,1,66.9
3555,26435791004,2014-09-28,69.54,9,28,2014,9,6,0,1,72.0
3920,26435791004,2014-09-28,69.19500000000001,9,28,2014,10,6,0,1,77.0
4285,26435791004,2014-09-28,69.0,9,28,2014,11,6,0,1,77.0
4650,26435791004,2014-09-28,70.71,9,28,2014,12,6,0,1,81.0
5015,26435791004,2014-09-28,69.69,9,28,2014,13,6,0,1,86.0
5380,26435791004,2014-09-28,70.32,9,28,2014,14,6,0,1,86.0
5745,26435791004,2014-09-28,78.39000000000001,9,28,2014,15,6,0,1,82.0
6110,26435791004,2014-09-28,79.005,9,28,2014,16,6,0,1,78.1
6475,26435791004,2014-09-28,80.37,9,28,2014,17,6,0,1,82.9
6840,26435791004,2014-09-28,84.86999999999999,9,28,2014,18,6,0,1,82.0
7205,26435791004,2014-09-28,84.705,9,28,2014,19,6,0,1,79.0
7570,26435791004,2014-09-28,85.63500000000002,9,28,2014,20,6,0,0,75.0
7935,26435791004,2014-09-28,85.11000000000001,9,28,2014,21,6,0,0,73.0
8300,26435791004,2014-09-28,73.89,9,28,2014,22,6,0,0,72.0
8665,26435791004,2014-09-28,69.36,9,28,2014,23,6,0,0,69.1
271,26435791004,2014-09-29,68.91,9,29,2014,0,0,1,0,68.0
636,26435791004,2014-09-29,67.815,9,29,2014,1,0,1,0,68.0
1001,26435791004,2014-09-29,68.94,9,29,2014,2,0,1,0,66.9
1366,26435791004,2014-09-29,68.085,9,29,2014,3,0,1,0,66.0
1731,26435791004,2014-09-29,68.7,9,29,2014,4,0,1,0,66.9
2096,26435791004,2014-09-29,73.965,9,29,2014,5,0,1,0,68.0
2461,26435791004,2014-09-29,206.74499400000002,9,29,2014,6,0,1,0,66.9
2826,26435791004,2014-09-29,235.409994,9,29,2014,7,0,1,1,66
3191,26435791004,2014-09-29,255.98999399999997,9,29,2014,8,0,1,1,69.1
3556,26435791004,2014-09-29,256.889991,9,29,2014,9,0,1,1,70.0
3921,26435791004,2014-09-29,345.62999099999996,9,29,2014,10,0,1,1,71.1
4286,26435791004,2014-09-29,336.58499099999995,9,29,2014,11,0,1,1,72.0
4651,26435791004,2014-09-29,322.52999299999993,9,29,2014,12,0,1,1,73.0
5016,26435791004,2014-09-29,320.56499099999996,9,29,2014,13,0,1,1,72.0
5381,26435791004,2014-09-29,288.134997,9,29,2014,14,0,1,1,70.0
5746,26435791004,2014-09-29,264.299996,9,29,2014,15,0,1,1,66.9
6111,26435791004,2014-09-29,233.21999499999998,9,29,2014,16,0,1,1,64.0
6476,26435791004,2014-09-29,181.829996,9,29,2014,17,0,1,1,62.1
6841,26435791004,2014-09-29,176.75999600000003,9,29,2014,18,0,1,1,61.0
7206,26435791004,2014-09-29,168.52499799999998,9,29,2014,19,0,1,1,60.1
7571,26435791004,2014-09-29,119.204997,9,29,2014,20,0,1,0,59.0
7936,26435791004,2014-09-29,105.34499899999999,9,29,2014,21,0,1,0,57.9
8301,26435791004,2014-09-29,89.28000000000002,9,29,2014,22,0,1,0,57.9
8666,26435791004,2014-09-29,70.275,9,29,2014,23,0,1,0,57.0
272,26435791004,2014-09-30,69.915,9,30,2014,0,1,1,0,57.0
637,26435791004,2014-09-30,69.53999999999999,9,30,2014,1,1,1,0,57.0
1002,26435791004,2014-09-30,69.57000000000001,9,30,2014,2,1,1,0,57.0
1367,26435791004,2014-09-30,70.25999999999999,9,30,2014,3,1,1,0,57.0
1732,26435791004,2014-09-30,69.63,9,30,2014,4,1,1,0,57.0
2097,26435791004,2014-09-30,75.43499999999999,9,30,2014,5,1,1,0,55.9
2462,26435791004,2014-09-30,198.86999699999996,9,30,2014,6,1,1,0,55.9
2827,26435791004,2014-09-30,228.77999300000005,9,30,2014,7,1,1,1,55.9
3192,26435791004,2014-09-30,248.669996,9,30,2014,8,1,1,1,55.9
3557,26435791004,2014-09-30,261.43499399999996,9,30,2014,9,1,1,1,55.9
3922,26435791004,2014-09-30,264.494999,9,30,2014,10,1,1,1,55.9
4287,26435791004,2014-09-30,269.159993,9,30,2014,11,1,1,1,55.9
4652,26435791004,2014-09-30,254.69999499999997,9,30,2014,12,1,1,1,57.0
5017,26435791004,2014-09-30,250.514993,9,30,2014,13,1,1,1,57.0
5382,26435791004,2014-09-30,219.224994,9,30,2014,14,1,1,1,57.0
5747,26435791004,2014-09-30,205.844992,9,30,2014,15,1,1,1,55.9
6112,26435791004,2014-09-30,188.834996,9,30,2014,16,1,1,1,55.9
6477,26435791004,2014-09-30,179.159996,9,30,2014,17,1,1,1,55.9
6842,26435791004,2014-09-30,172.57499799999997,9,30,2014,18,1,1,1,55.9
7207,26435791004,2014-09-30,173.264996,9,30,2014,19,1,1,1,55.9
7572,26435791004,2014-09-30,115.78499899999998,9,30,2014,20,1,1,0,57.0
7937,26435791004,2014-09-30,100.45499900000002,9,30,2014,21,1,1,0,57.9
8302,26435791004,2014-09-30,89.46,9,30,2014,22,1,1,0,57.0
8667,26435791004,2014-09-30,70.215,9,30,2014,23,1,1,0,57.0
273,26435791004,2014-10-01,69.39,10,1,2014,0,2,1,0,57.0
638,26435791004,2014-10-01,69.3,10,1,2014,1,2,1,0,57.0
1003,26435791004,2014-10-01,68.64,10,1,2014,2,2,1,0,57.0
1368,26435791004,2014-10-01,68.83500000000001,10,1,2014,3,2,1,0,57.0
1733,26435791004,2014-10-01,69.435,10,1,2014,4,2,1,0,57.2
2098,26435791004,2014-10-01,74.88,10,1,2014,5,2,1,0,57.0
2463,26435791004,2014-10-01,190.694995,10,1,2014,6,2,1,0,57.0
2828,26435791004,2014-10-01,222.46499700000004,10,1,2014,7,2,1,1,57.0
3193,26435791004,2014-10-01,236.039996,10,1,2014,8,2,1,1,57.0
3558,26435791004,2014-10-01,252.43499799999998,10,1,2014,9,2,1,1,57.0
3923,26435791004,2014-10-01,267.71999500000004,10,1,2014,10,2,1,1,55.9
4288,26435791004,2014-10-01,263.504997,10,1,2014,11,2,1,1,57.0
4653,26435791004,2014-10-01,254.609994,10,1,2014,12,2,1,1,57.0
5018,26435791004,2014-10-01,250.28999299999998,10,1,2014,13,2,1,1,55.9
5383,26435791004,2014-10-01,233.98499800000002,10,1,2014,14,2,1,1,55.9
5748,26435791004,2014-10-01,210.95999200000003,10,1,2014,15,2,1,1,57.0
6113,26435791004,2014-10-01,195.374993,10,1,2014,16,2,1,1,55.9
6478,26435791004,2014-10-01,219.47999000000004,10,1,2014,17,2,1,1,55.9
6843,26435791004,2014-10-01,134.74499300000002,10,1,2014,18,2,1,1,57.0
7208,26435791004,2014-10-01,125.78999500000003,10,1,2014,19,2,1,1,57.0
7573,26435791004,2014-10-01,116.369996,10,1,2014,20,2,1,0,57.0
7938,26435791004,2014-10-01,102.209997,10,1,2014,21,2,1,0,57.0
8303,26435791004,2014-10-01,92.48999899999998,10,1,2014,22,2,1,0,55.9
8668,26435791004,2014-10-01,70.93500000000002,10,1,2014,23,2,1,0,55.9
274,26435791004,2014-10-02,71.49,10,2,2014,0,3,1,0,55.9
639,26435791004,2014-10-02,69.78,10,2,2014,1,3,1,0,55.9
1004,26435791004,2014-10-02,69.93,10,2,2014,2,3,1,0,55.9
1369,26435791004,2014-10-02,69.92999999999999,10,2,2014,3,3,1,0,55.0
1734,26435791004,2014-10-02,70.72500000000001,10,2,2014,4,3,1,0,55.0
2099,26435791004,2014-10-02,71.75999999999999,10,2,2014,5,3,1,0,55.0
2464,26435791004,2014-10-02,188.42999700000001,10,2,2014,6,3,1,0,55.0
2829,26435791004,2014-10-02,234.584993,10,2,2014,7,3,1,1,55.0
3194,26435791004,2014-10-02,281.399994,10,2,2014,8,3,1,1,55.0
3559,26435791004,2014-10-02,286.064997,10,2,2014,9,3,1,1,54.0
3924,26435791004,2014-10-02,291.80999399999996,10,2,2014,10,3,1,1,54.0
4289,26435791004,2014-10-02,290.084993,10,2,2014,11,3,1,1,54.0
4654,26435791004,2014-10-02,277.94999300000006,10,2,2014,12,3,1,1,55.0
5019,26435791004,2014-10-02,271.274995,10,2,2014,13,3,1,1,54.0
5384,26435791004,2014-10-02,250.81499300000002,10,2,2014,14,3,1,1,54.0
5749,26435791004,2014-10-02,239.744997,10,2,2014,15,3,1,1,54.0
6114,26435791004,2014-10-02,226.724992,10,2,2014,16,3,1,1,54.0
6479,26435791004,2014-10-02,221.60999399999997,10,2,2014,17,3,1,1,54.0
6844,26435791004,2014-10-02,193.709995,10,2,2014,18,3,1,1,52.0
7209,26435791004,2014-10-02,189.16499800000003,10,2,2014,19,3,1,1,52.0
7574,26435791004,2014-10-02,133.649998,10,2,2014,20,3,1,0,52.0
7939,26435791004,2014-10-02,105.67499600000001,10,2,2014,21,3,1,0,51.1
8304,26435791004,2014-10-02,88.45500000000001,10,2,2014,22,3,1,0,52.0
8669,26435791004,2014-10-02,69.21000000000001,10,2,2014,23,3,1,0,51.1
275,26435791004,2014-10-03,69.36,10,3,2014,0,4,1,0,51.1
640,26435791004,2014-10-03,68.97,10,3,2014,1,4,1,0,50.0
1005,26435791004,2014-10-03,69.285,10,3,2014,2,4,1,0,50.0
1370,26435791004,2014-10-03,68.505,10,3,2014,3,4,1,0,48.9
1735,26435791004,2014-10-03,69.615,10,3,2014,4,4,1,0,48.9
2100,26435791004,2014-10-03,71.19000000000001,10,3,2014,5,4,1,0,48.0
2465,26435791004,2014-10-03,186.26999899999998,10,3,2014,6,4,1,0,48.0
2830,26435791004,2014-10-03,240.959998,10,3,2014,7,4,1,1,48.9
3195,26435791004,2014-10-03,281.12999299999996,10,3,2014,8,4,1,1,50.0
3560,26435791004,2014-10-03,286.244996,10,3,2014,9,4,1,1,52.0
3925,26435791004,2014-10-03,287.95498899999996,10,3,2014,10,4,1,1,53.1
4290,26435791004,2014-10-03,275.999992,10,3,2014,11,4,1,1,52
4655,26435791004,2014-10-03,228.11999399999996,10,3,2014,12,4,1,1,54.0
5020,26435791004,2014-10-03,228.08999599999999,10,3,2014,13,4,1,1,54.0
5385,26435791004,2014-10-03,237.674993,10,3,2014,14,4,1,1,52
5750,26435791004,2014-10-03,220.214995,10,3,2014,15,4,1,1,55.0
6115,26435791004,2014-10-03,204.28499600000004,10,3,2014,16,4,1,1,55.0
6480,26435791004,2014-10-03,158.159997,10,3,2014,17,4,1,1,54.0
6845,26435791004,2014-10-03,128.96999699999998,10,3,2014,18,4,1,1,53.1
7210,26435791004,2014-10-03,125.609993,10,3,2014,19,4,1,1,53.1
7575,26435791004,2014-10-03,118.43999800000002,10,3,2014,20,4,1,0,53.1
7940,26435791004,2014-10-03,102.959998,10,3,2014,21,4,1,0,53.1
8305,26435791004,2014-10-03,93.67499800000002,10,3,2014,22,4,1,0,53.1
8670,26435791004,2014-10-03,72.18000000000002,10,3,2014,23,4,1,0,53.1
276,26435791004,2014-10-04,69.03,10,4,2014,0,5,1,0,53.1
641,26435791004,2014-10-04,68.91,10,4,2014,1,5,1,0,53.1
1006,26435791004,2014-10-04,68.91,10,4,2014,2,5,1,0,53.1
1371,26435791004,2014-10-04,68.745,10,4,2014,3,5,1,0,53.6
1736,26435791004,2014-10-04,69.60000000000001,10,4,2014,4,5,1,0,53.1
2101,26435791004,2014-10-04,69.13499999999999,10,4,2014,5,5,1,0,53.1
2466,26435791004,2014-10-04,130.319995,10,4,2014,6,5,1,0,53.1
2831,26435791004,2014-10-04,122.53499799999999,10,4,2014,7,5,1,1,54.0
3196,26435791004,2014-10-04,159.149997,10,4,2014,8,5,1,1,54.0
3561,26435791004,2014-10-04,173.384992,10,4,2014,9,5,1,1,55.9
3926,26435791004,2014-10-04,169.379998,10,4,2014,10,5,1,1,57.9
4291,26435791004,2014-10-04,167.62499799999998,10,4,2014,11,5,1,1,57.9
4656,26435791004,2014-10-04,165.83999799999998,10,4,2014,12,5,1,1,59.0
5021,26435791004,2014-10-04,162.95999499999996,10,4,2014,13,5,1,1,59.0
5386,26435791004,2014-10-04,153.374996,10,4,2014,14,5,1,1,57.9
5751,26435791004,2014-10-04,144.79499700000002,10,4,2014,15,5,1,1,57.9
6116,26435791004,2014-10-04,142.94999700000002,10,4,2014,16,5,1,1,59.0
6481,26435791004,2014-10-04,89.28000000000002,10,4,2014,17,5,1,1,57.9
6846,26435791004,2014-10-04,92.21999999999998,10,4,2014,18,5,1,1,59.0
7211,26435791004,2014-10-04,91.725,10,4,2014,19,5,1,1,59.0
7576,26435791004,2014-10-04,92.36999999999999,10,4,2014,20,5,1,0,60.1
7941,26435791004,2014-10-04,91.905,10,4,2014,21,5,1,0,60.8
8306,26435791004,2014-10-04,79.76999999999998,10,4,2014,22,5,1,0,62.1
8671,26435791004,2014-10-04,72.435,10,4,2014,23,5,1,0,62.1
277,26435791004,2014-10-05,69.345,10,5,2014,0,6,0,0,61.0
642,26435791004,2014-10-05,68.97,10,5,2014,1,6,0,0,57.0
1007,26435791004,2014-10-05,69.17999999999999,10,5,2014,2,6,0,0,55.0
1372,26435791004,2014-10-05,69.375,10,5,2014,3,6,0,0,53.1
1737,26435791004,2014-10-05,68.97000000000001,10,5,2014,4,6,0,0,51.1
2102,26435791004,2014-10-05,69.21,10,5,2014,5,6,0,0,50.0
2467,26435791004,2014-10-05,74.10000000000001,10,5,2014,6,6,0,0,48.9
2832,26435791004,2014-10-05,69.84,10,5,2014,7,6,0,1,48.9
3197,26435791004,2014-10-05,69.66,10,5,2014,8,6,0,1,51.1
3562,26435791004,2014-10-05,69.76499999999999,10,5,2014,9,6,0,1,53.1
3927,26435791004,2014-10-05,70.095,10,5,2014,10,6,0,1,55.9
4292,26435791004,2014-10-05,69.81,10,5,2014,11,6,0,1,57.0
4657,26435791004,2014-10-05,70.38000000000001,10,5,2014,12,6,0,1,59.0
5022,26435791004,2014-10-05,69.69,10,5,2014,13,6,0,1,59.0
5387,26435791004,2014-10-05,70.425,10,5,2014,14,6,0,1,60.1
5752,26435791004,2014-10-05,79.57499999999999,10,5,2014,15,6,0,1,60.1
6117,26435791004,2014-10-05,81.24000000000001,10,5,2014,16,6,0,1,59.0
6482,26435791004,2014-10-05,82.18499999999999,10,5,2014,17,6,0,1,57.0
6847,26435791004,2014-10-05,87.10500000000002,10,5,2014,18,6,0,1,55.9
